competition,n_matches,n_possessions,possessions_per_match,n_passes_total,passes_per_possession_min,passes_per_possession_p25,passes_per_possession_median,passes_per_possession_p75,passes_per_possession_max,passes_per_possession_mean,nodes_min,nodes_p25,nodes_median,nodes_p75,nodes_max,nodes_mean,edges_min,edges_p25,edges_median,edges_p75,edges_max,edges_mean,pct_possessions_ge_4_passes,pct_possessions_ge_5_passes
Premier League,2,227,113.5,1662,2,3.0,5.0,9.0,51,7.32,2,4.0,5.0,7.0,13,5.66,2,3.0,5.0,8.0,40,6.7,68.3,57.7
