n_matches,n_events,n_raw_possessions,n_clean_possessions,n_successful_passes,n_unique_players,n_unique_teams,shot_positive_count,shot_positive_rate,goal_positive_count,goal_positive_rate,median_passes_per_possession,median_players_per_possession,missing_coordinate_rate,missing_recipient_rate
2,7183,331,227,1662,46,3,47,0.207,1,0.0044,5.0,5.0,0.0075,0.0815
