run_name,n_matches,n_possessions,possessions_per_match,n_passes_total,passes_per_possession_min,passes_per_possession_p25,passes_per_possession_median,passes_per_possession_p75,passes_per_possession_max,passes_per_possession_mean,nodes_min,nodes_p25,nodes_median,nodes_p75,nodes_max,nodes_mean,edges_min,edges_p25,edges_median,edges_p75,edges_max,edges_mean,pct_possessions_ge_4_passes,pct_possessions_ge_5_passes
official,380,45977,121.0,269017,2,3.0,4.0,7.0,83,5.85,2,3.0,5.0,7.0,18,5.2,1,2.0,4.0,7.0,46,5.48,58.7,46.4
